site,country,lat,lon,bioregion,code,used
P_EP_064,Peru,-5.170000076,-80.51999664,South Pacific,511,yes
P_EP_065,Peru,-5.122000217,-80.44000244,South Pacific,512,yes
P_EP_078,Peru,-5.150219917,-80.76319885,South Pacific,513,yes
P_EP_079,Peru,-5.169990063,-80.24749756,South Pacific,514,yes
P_EP_088,Peru,-5.539999962,-80.59999847,South Pacific,515,yes
P_EP_108,Peru,-5.820000172,-80.83999634,South Pacific,516,yes
P_EP_111,Peru,-5.78000021,-80.44000244,South Pacific,517,yes
P_EP_118,Peru,-5.900000095,-80.34999847,South Pacific,518,yes
P02,Peru,-5.690000057,-80.56999969,South Pacific,519,yes
P04,Peru,-5.417089939,-80.00240326,South Pacific,520,yes
P13,Peru,-5.375,-80.59500122,South Pacific,521,yes
P22,Peru,-4.559999943,-80.63999939,South Pacific,522,yes
P23,Peru,-4.47563982,-80.6934967,South Pacific,523,yes
P24,Peru,-4.550000191,-80.87999725,South Pacific,524,yes
P25,Peru,-4.670000076,-80.76000214,South Pacific,525,yes
P28,Peru,-4.460000038,-81.02500153,South Pacific,526,yes
P29,Peru,-4.309999943,-81.16000366,South Pacific,527,yes
P32,Peru,-4.769999981,-80.94499969,South Pacific,528,yes
P36,Peru,-5.420000076,-79.68000031,South Pacific,529,yes
P38,Peru,-5.289720058,-79.85949707,South Pacific,530,yes
P40,Peru,-5.28000021,-80.08999634,South Pacific,531,yes
P45,Peru,-4.889999866,-80.48000336,South Pacific,532,yes
P47,Peru,-4.52,-80.01,South Pacific,534,yes
P46,Peru,-4.619999886,-80.01999664,South Pacific,533,yes
P49,Peru,-4.340000153,-80.16000366,South Pacific,535,yes
P50,Peru,-4.53000021,-80.20999908,South Pacific,536,yes
P51,Peru,-4.469709873,-80.50740051,South Pacific,537,yes
P53,Peru,-4.329999924,-80.59999847,South Pacific,538,yes
P54,Peru,-4.650000095,-80.26999664,South Pacific,539,yes
P55,Peru,-5.03000021,-80.08000183,South Pacific,540,yes
P59,Peru,-5.719500065,-79.67870331,South Pacific,541,yes
P63,Peru,-5.539999962,-79.80010223,South Pacific,542,yes
Pariahuanca 1,Peru,-12.03540039,-74.84970093,South Pacific,563,yes
Pariahuanca 2,Peru,-12.0539999,-74.79290009,South Pacific,564,yes
PIURA1,Peru,-5.266670227,-81,South Pacific,595,yes
PIURA2,Peru,-5.150000095,-79.61669922,South Pacific,596,yes
Puerto Ocopa,Peru,-11.22430038,-74.41719818,South Pacific,613,yes
QFAICAL,Peru,-3.833329916,-80.26670074,South Pacific,615,yes
Quillabamba 1,Peru,-12.64969444,-72.53130341,South Pacific,618,yes
Quillambamba 2,Peru,-12.64008331,-72.69091797,South Pacific,619,yes
RACALI,Peru,-5.017000198,-79.68299866,South Pacific,622,yes
RioChira,Peru,-4.616670132,-80.5667038,South Pacific,647,yes
RQUIROZ,Peru,-4.833000183,-79.66699982,South Pacific,661,yes
San Martin de Sechura,Peru,-5.833330154,-80.5,South Pacific,684,yes
SanIgnacio_Perico,Peru,-5.230000019,-78.47000122,South Pacific,691,yes
Tarapoto 1,Peru,-6.735416889,-76.29850006,South Pacific,755,yes
Tarapoto 2,Peru,-7.09091711,-76.33427429,South Pacific,756,yes
Tarapoto 3,Peru,-6.510000229,-76.36000061,South Pacific,757,yes
Tarapoto 3,Peru,-6.837193966,-76.34005737,South Pacific,758,yes
Tarapoto 4,Peru,-6.965110779,-76.3275528,South Pacific,759,yes
TOROBAMBA17,Peru,-13.06000042,-73.94000244,South Pacific,772,yes
TUMBES,Peru,-3.617000103,-80.5,South Pacific,782,yes
UNAGATO,Peru,-4.166999817,-80.78299713,South Pacific,789,yes
GUANICA,Puerto Rico,17.95000076,-66.86669922,Caribean,311,yes
MOGOTE,Puerto Rico,18.41699982,-66.25,Caribean,444,yes
Anse Chastanet,Saint Lucia,13.85910034,-61.06480026,Caribean,30,yes
Anse La Chaloupe,Saint Lucia,13.95860004,-60.87939835,Caribean,31,yes
Babonneau,Saint Lucia,14.05189991,-60.94900131,Caribean,54,yes
Bellue Vue,Saint Lucia,13.80080032,-60.96699905,Caribean,77,yes
Cap Estate,Saint Lucia,14.09959984,-60.93330002,Caribean,146,yes
Ciceron,Saint Lucia,14.00290012,-61.01240158,Caribean,192,yes
"En Bas Saut trail, Edmond Forest",Saint Lucia,13.8465004,-61.00740051,Caribean,263,yes
Grande Anse Estate,Saint Lucia,14.00279999,-60.90629959,Caribean,302,yes
Gros Piton,Saint Lucia,13.80959988,-61.06990051,Caribean,303,yes
La Bourne -  Mount Gayak,Saint Lucia,14.05389977,-60.8987999,Caribean,371,yes
Millet Trail,Saint Lucia,13.89529991,-60.99560165,Caribean,433,yes
"Mon Repos, track to Trou Gras",Saint Lucia,13.85999966,-60.88679886,Caribean,445,yes
Moule a Chique,Saint Lucia,13.71420002,-60.94749832,Caribean,459,yes
Mount le Blanc,Saint Lucia,13.76239967,-60.99779892,Caribean,460,yes
Raillon south,Saint Lucia,13.87049961,-60.93629837,Caribean,623,yes
River Rock Road,Saint Lucia,13.93179989,-61.03680038,Caribean,653,yes
Track to Anse Islet,Saint Lucia,13.77180004,-60.9109993,Caribean,776,yes
Little Tobago,Trinidad and Tobago,11.30000019,-60.5,Caribean,391,yes
Rivera,Uruguay,-31.40999985,-55.83000183,Misiones,654,yes
Artigas,Uruguay,-30.54000092,-57.02999878,NA,NA,No
Cerro Grande de Acegu·,Uruguay,-31.88999939,-54.31000137,NA,NA,No
Lavalleja,Uruguay,-33.81000137,-54.81000137,NA,NA,No
Nueva Helvecia,Uruguay,-34.25,-57.25999832,NA,NA,No
Paysand˙,Uruguay,-32.15000153,-57.47000122,NA,NA,No
Rio Yi,Uruguay,-33.40000153,-55.77999878,NA,NA,No
Salto,Uruguay,-31.20000076,-57,NA,NA,No
San Gregorio de Polanco,Uruguay,-32.41999817,-55.70000076,NA,NA,No
Soriano,Uruguay,-33.63999939,-58.06999969,NA,NA,No
Treinta y Tres,Uruguay,-32.72000122,-53.90999985,NA,NA,No
Amana Abajo,Venezuela,9.640000343,-69.16999817,North southamerica,22,yes
Bajos del Furrial,Venezuela,9.699999809,-69.41000366,North southamerica,56,yes
BLOHMR,Venezuela,8.567000389,-67.58300018,North southamerica,82,yes
"Bloque JunÌn de la Faja PetrolÌfera del Orinoco, Municipio Santa MarÌa de Ipire y JosÈ Gregorio Monagas",Venezuela,7.921110153,-64.97329712,North southamerica,83,yes
"Bosque Universitario El Caimital, Mun. AutÛnomo Obispos, ca. Barrancas y Obispos",Venezuela,8.666669846,-70.21669769,North southamerica,100,yes
"Bosque Universitario El Caimital, Mun. Obispos",Venezuela,8.705249786,-70.06719971,North southamerica,101,yes
"Caimital, Distrito Obispos",Venezuela,8.650279999,-70.07080078,North southamerica,128,yes
Cambalache (ca.),Venezuela,8.319999695,-62.78609848,North southamerica,132,yes
"Caracas, Bello Monte",Venezuela,10.48330021,-66.55000305,North southamerica,151,yes
"Caracas, Cementerio del Este",Venezuela,10.44999981,-66.8167038,North southamerica,152,yes
"Caracas, JardÌn Bot·nico",Venezuela,10.5,-66.90000153,North southamerica,153,yes
"Caracas, Montalb·n-El Pinar",Venezuela,10.4666996,-66.96669769,North southamerica,154,yes
"Caracas, Santa FÈ - -Santa InÈs-Guairita",Venezuela,10.4666996,-66.86669922,North southamerica,155,yes
CaserÌo La Laguna,Venezuela,9.640000343,-69.51999664,North southamerica,164,yes
Central section of the watershed of Tuy river,Venezuela,10.26669979,-66.84999847,North southamerica,169,yes
"Cerro La Gruta, San Sebasti·n",Venezuela,9.958889961,-67.17559814,North southamerica,173,yes
"Cerro Loro, Distrito Bruzual",Venezuela,10.11970043,-68.44999695,North southamerica,176,yes
Chaparrito,Venezuela,8.199999809,-69.1832962,North southamerica,187,yes
"Cuenca alta del rÌo Aragua, Municipio Piar",Venezuela,10.01640034,-63.5442009,North southamerica,226,yes
"Cuenca media, RÌo Socuy, Municipio Mara",Venezuela,10.93999958,-72.2181015,North southamerica,228,yes
Delgadito Creek,Venezuela,8.815279961,-69.4957962,North southamerica,236,yes
"El Cogollal, Distrito Acosta",Venezuela,10.91919994,-68.82579803,North southamerica,252,yes
"Entre las poblaciones de El Sam·n y Mantecal, en la Zona del Hato el FrÌo",Venezuela,7.833330154,-69,North southamerica,265,yes
EstaciÛn BiolÛgica de los Llanos,Venezuela,8.850000381,-67.38330078,North southamerica,268,yes
Finca San Pedro,Venezuela,9.239999771,-69.33000183,North southamerica,278,yes
Fundo El Esfuerzo,Venezuela,8.319999695,-69.66000366,North southamerica,290,yes
Fundo La Yunta,Venezuela,9.319999695,-69.38999939,North southamerica,291,yes
Fundo Mata Larga,Venezuela,8.149999619,-69.19999695,North southamerica,292,yes
"Hacienda Veracruz, Distrito Perij·",Venezuela,9.904999733,-72.35220337,North southamerica,315,yes
Hato La Pastora,Venezuela,7.933330059,-68.69999695,North southamerica,317,yes
Hato La Pastora II,Venezuela,7.949999809,-68.63330078,North southamerica,318,yes
"Hato Mi Querencia, San JosÈ de Guaribe",Venezuela,9.678890228,-66.01499939,North southamerica,319,yes
IguÈz Creek,Venezuela,8.855830193,-69.2071991,North southamerica,333,yes
"Isla de Margarita, sector Este",Venezuela,11,-63,North southamerica,340,yes
LLANO,Venezuela,8.932999611,-67.41699982,North southamerica,393,yes
Llanos Orientales del Orinoco,Venezuela,7.5,-64.5,North southamerica,394,yes
Los pozos de Guanipa,Venezuela,9.550000191,-69.16000366,North southamerica,397,yes
MERCEDES,Venezuela,8.032999992,-66.33300018,North southamerica,430,yes
"Mina La Victoria, 5 km NW de la poblaciÛn de El Callao, 15 km del SE de Guasipati",Venezuela,7.362780094,-61.83250046,North southamerica,434,yes
Municipio Sosa,Venezuela,8.149999619,-69.25,North southamerica,482,yes
Piedra La Tortuga,Venezuela,5.566669941,-67.58329773,North southamerica,587,yes
"Piedra Lisa, PenÌnsula de Macanao, Isla de Margarita",Venezuela,11.01669979,-64.26670074,North southamerica,588,yes
Portuguesa River,Venezuela,9.066390038,-69.61640167,North southamerica,606,yes
"Represa de Guri, Danto Manchado, 20 km al S de la represa",Venezuela,7.366670132,-62.91669846,North southamerica,630,yes
"Represa de Guri, Las Carolinas, 15 km al E de la central hidrolÈctrica",Venezuela,7.766670227,-62.91669846,North southamerica,631,yes
"Represa de Pueblo Viejo, Municipio Lagunillas",Venezuela,10.18330002,-71.03330231,North southamerica,632,yes
Reserva Forestal de Caparo,Venezuela,7.500559807,-70.77110291,North southamerica,634,yes
San JosÈ de Guaviare,Venezuela,9.816670418,-65.83329773,North southamerica,682,yes
"San Mateo de la Paragua, Distrito Heres",Venezuela,6.900000095,-63.1330986,North southamerica,685,yes
"Selva de Ticoporo, Distrito Pedraza",Venezuela,8.006669998,-70.61750031,North southamerica,717,yes
UCHIRE,Venezuela,10.14999962,-65.41699982,North southamerica,787,yes
"Vertiente sur Cordillera de la Costa, Facultad de AgronomÌa, UCV, Municipio Mario BriceÒo Iragorri",Venezuela,10.26809978,-67.60610199,North southamerica,798,yes
Without specific locality (coordinate approx. representing the state),Venezuela,10.91390038,-69.02310181,North southamerica,800,yes
"Zona del Alto Tucupido, Distrito Guanare",Venezuela,8.961110115,-69.84359741,North southamerica,805,yes
"Zona Protectora Burro Negro""",Venezuela,10.47000027,-70.75669861,North southamerica,806,yes
